a,b,c,d
1.628404681973589163e+01,9.611094099573490368e+00,4.547678255712156670e+01,2.299216948346535005e+01
2.892436549369576824e+02,2.899980110943767500e+02,2.796598122507966764e+02,2.722760199284011833e+02
2.872580926811394875e+01,1.480306259272082414e+01,2.371046734570749237e+01,2.307045275544751206e+01
1.632461192598304223e+01,1.183750436372844206e+01,1.248676559511167028e+01,1.683332934174693207e+01
-2.041864610005900005e+01,7.705096926158858217e+00,3.996645243262127423e+01,-2.600161628856050733e+00
7.551108723531226019e+01,5.135148222688219732e+01,7.795329919722431100e+01,7.551108723531226019e+01
6.049155180447120017e+01,5.189554546463283202e+01,5.349550327232954317e+01,7.391677544045084858e+01
1.222024639341653973e+01,1.084693688260659172e+01,1.320682853662823319e+01,2.258397875886855388e+01
6.313308970347155480e+01,5.030865722364097081e+01,4.964243506879176948e+01,5.374627719457673436e+01
1.046030876386772661e+02,1.137912761342460755e+02,4.665989024619076986e+01,4.000495725936745828e+01
2.648154907726529927e+01,5.343892482054918958e+01,5.784275209993406719e+01,5.843798012136569042e+01
6.295614045990119934e+01,6.129197686729863648e+01,6.378053635150764222e+01,0.000000000000000000e+00
4.214879178885404798e+01,4.484478709188427104e+01,1.898499168016702754e+01,4.226942836775441492e+01
3.186365423836286226e+01,3.126781920747306387e+01,3.723966105234099189e+01,3.797426227496511331e+01
1.596704735865782965e+01,-2.192067845982640151e+00,6.157137264713449909e+00,2.263017036082984657e+00
1.852283005600755246e+02,1.825907137808110292e+02,1.938238314983679231e+02,1.819838162504738648e+02
3.471311212550844516e+01,3.675162067645079844e+01,4.709690524679845680e+01,5.033193777333265473e+01
1.269732903475571995e+01,5.973685290589934915e+00,2.192923832853179711e+00,2.120107456791826905e+01
1.009128489676136269e+02,1.121523256638830333e+02,1.215104378343450975e+02,1.128697470120681601e+02
3.896654534298371431e+01,5.617011801800185111e+01,2.876138822140882212e+01,3.579230249891201510e+01
4.041318298164249256e+01,5.888530625274457009e+01,3.548384144353539682e+01,4.078492188448744571e+01
4.610526878915990778e+01,3.895119997630140318e+01,4.661569976288200223e+01,4.639892519676054405e+01
6.228545861034270814e+01,-2.973020963452790433e-01,8.064504872290822846e+01,-7.666683348949376864e-01
1.264808482532205574e+02,1.126011821135142412e+02,1.220102276545734270e+02,1.094605936351877347e+02
2.576245476182714000e+01,4.743142183763479380e+01,5.548314491596036646e+01,6.845472338992203731e+01
8.846849241921276530e+01,8.004823679353773969e+01,9.330812931833185075e+01,7.358419558678323824e+01
7.851127063366722325e+01,8.938542926083120221e+01,7.416324079476922293e+01,8.115517085971863764e+01
4.300589490360475509e+01,4.354176399435242217e+01,3.249116104433173291e+01,3.511164543345168454e+01
6.892331745145092725e+01,6.619671977188511391e+01,5.387318164014168076e+01,5.254281546755925092e+01
6.877045548867695857e+01,8.317543331000958062e+01,9.034762495987469322e+01,4.386581072765393685e+01
1.402484950060589881e+02,1.270298767391192030e+02,1.471784201775311658e+02,1.330270650043264027e+02
1.287288471337716089e+02,1.273931105976321305e+02,8.125060580848045788e+01,9.232404673588507649e+01
4.969247204445451160e+01,4.021830004349521204e+01,3.422375080671432102e+01,4.296766589592463959e+01
6.294440321302518981e+01,7.559840247230249588e+01,6.537256910939559873e+01,6.696816697580405275e+01
2.011453001946686356e+02,2.058856384438153100e+02,1.542988305240165801e+02,1.710781584501495161e+02
7.076535399492622957e+01,8.100561113769430222e+01,0.000000000000000000e+00,4.050680779332400760e+01
2.991003309552448286e+01,1.464050194536953420e+01,2.274627572177791279e+01,2.597498577806238629e+01
2.531190786089937461e+01,2.349309389102632650e+01,2.271894442728120822e+01,1.452447941129560327e+01
6.743130051574891581e+01,6.122151894500183289e+01,6.449412735405400099e+01,6.608449241331109647e+01
1.774915508511605253e+02,1.942439239323724109e+02,2.077420194645932270e+02,1.903135574305440514e+02
4.970734391617432379e+01,5.940868374757459947e+01,4.474452124032232803e+01,6.825812041738083735e+01
2.499168767336971797e+01,-6.531597511279863433e+00,-1.314402365184455235e+01,1.103559323541223236e+01
1.509905310104939815e+02,1.733127697820955575e+02,1.325180327377186131e+02,1.325651376059146003e+02
5.560233463913088769e+01,5.945711738828805437e+01,3.340211991126108160e+01,5.697616062588066654e+01
2.053556684646078168e+01,3.510861604849782225e+01,3.523439647678333131e+01,3.385048965427048984e+01
3.731471982422469580e+01,3.694824048712344933e+01,3.526476469795602497e+01,4.356416126699163982e+01
1.226939690221566934e+02,1.129697382636731220e+02,1.346081866699645957e+02,1.184135769262966988e+02
8.137474005003650745e+01,8.810411325382725067e+01,1.178631197788238865e+02,1.185139817399050344e+02
9.809238206050958198e+00,1.595325527810379107e+01,4.214588513897577116e+01,4.515323309614920078e+01
1.210365406112137521e+01,1.078196703156346992e+01,1.873174102204059110e+01,1.497254016130465004e+01
2.706785901855771925e+01,3.101784699042561755e+01,1.994739086472376499e+01,3.172541466704031876e+01
1.075442108607623339e+02,1.011466047348539519e+02,6.615953048413504689e+01,9.837957560152976555e+01
5.213914535905853853e+01,1.052687781925375532e+02,7.114527038256358082e+01,1.132861524178894967e+02
2.741661581524824243e+01,3.171856180604473963e+01,2.687846508836438986e+01,1.910592709379120180e+01
1.318110583734276133e+02,1.010717527190282823e+02,5.543147710022959274e+01,1.085059723431725018e+02
4.379256795826763948e+01,2.305219852278995063e+01,9.303998780821807202e+00,3.155870277449962913e+01
4.445433087588668286e+01,4.275891004776283921e+01,4.470305562467843430e+01,4.451523265642365601e+01
1.613028443358613373e+01,2.448678718298597090e+01,3.003403777796971852e+01,2.443801017520382501e+01
2.443980108434548271e+01,3.973258690403088167e+01,5.164179532896316260e+01,2.665557270503792608e+01
9.824601502165947409e+01,9.653674410510066650e+01,9.382356980181739914e+01,9.257072630313999184e+01
1.143102507386725790e+02,9.679421386367259572e+01,1.339986632341600057e+02,1.345604845821646620e+02
8.807954515280293606e+01,8.855642599326864683e+01,7.026811613679511481e+01,7.149363470869498371e+01
3.845689068540924183e+01,4.060660549792777374e+01,3.574271332246374300e+01,3.560459777437528572e+01
2.756608108939257704e+02,2.714588321520074032e+02,2.653011734762439460e+02,2.654382377917173699e+02
1.927820970360414421e+01,1.520443917471821749e+01,3.139591820006383216e+01,2.252350017920740655e+01
0.000000000000000000e+00,5.647132850694861617e+01,4.371287195801870951e+01,1.535351969722196230e+01
1.031126647888572307e+02,1.092827494924752330e+02,7.773653841929380803e+01,9.909185799151582330e+01
6.524397998741166305e+01,6.110931794456199384e+01,6.804585699129822274e+01,6.295706529344249702e+01
1.110145948460756138e+01,4.123973079633555017e+01,1.735397039190625890e+01,1.934840406288929415e+01
1.933382233608571710e+01,1.694845355955333588e+01,3.153472635090085419e+01,2.868839987210571962e+01
4.617353275058549400e+01,3.398548337635538985e+01,4.355441044410284945e+01,5.165558674976546882e+01
2.354264288670523086e+01,1.915259771748524997e+01,2.036308399758137000e+01,2.764817564684128115e+01
1.810602205915302321e+01,4.996650374524967297e+00,3.874037075102288696e+01,3.458453047406727876e+01
8.919888121747298726e+01,7.163806949839363369e+01,1.070643959475680873e+02,8.248423558216069296e+01
3.537284632088498881e+01,1.880229059096214073e+01,2.883059379293684543e+01,8.925132503106631532e+00
4.380004001843243344e+01,1.692850777990124200e+01,3.085022708323908347e+01,3.446246825356183052e+01
1.667195737568791287e+02,1.625224635410377232e+02,1.557375271062294075e+02,1.117891164687012377e+02
3.490052485170779306e+01,3.805813902992618125e+01,2.657651046380717830e+01,4.117902106317389155e+01
1.436899753227999099e+02,1.431901707468549603e+02,1.664860614167774315e+02,1.752345822155690485e+02
1.031286296950793968e+01,1.536800857552104738e+01,7.712528059364151645e+00,1.138597111523431948e+01
8.073022422572489631e+01,6.560913397617569842e+01,5.297141368706125775e+01,8.313428166055773261e+01
5.094822750249675458e+00,4.764558195449263955e+00,1.054566469746838209e+01,2.311034824448725544e+01
7.430837818426419972e+01,8.352086707990217462e+01,1.039038947531410315e+02,8.025384940214479457e+01
2.656566263907605574e+01,2.645902266522490720e+01,2.644383599671074592e+01,2.590131072595882245e+01
8.228967151244773959e+01,9.773003040109485084e+01,7.442363249120415958e+01,8.192442664321562518e+01
1.571283299372223041e+01,1.429472817343524049e+01,2.268215025114658800e+01,2.324740843451895955e+01
9.676515008852332755e+01,7.684890081012764540e+01,6.870243928408521583e+01,6.592616302415993346e+01
8.262913025992975236e+01,6.388160564065478297e+01,1.012031158688698440e+02,1.043297130666773569e+02
3.507215145292468605e+01,1.379555120220858910e+01,1.401930436214970399e+01,1.937395560330190136e+01
3.067146509395439935e+01,2.582480867156141002e+01,3.007281910965677341e+01,4.031235127396352880e+01
2.076142880302853655e+01,1.170183254179779908e+01,1.283660606289501871e+01,1.330036888812730211e+01
1.472429719088523470e+01,2.129819827503293439e+01,1.567326976427761487e+01,4.966809519584193922e+00
1.407335140560163325e+02,1.923176398204180657e+02,1.997551623689685698e+02,1.855247719073642827e+02
6.123416036296039522e+01,8.421317054849191663e+01,8.213410957936908119e+01,9.302790046857606399e+01
1.942184499327234448e+02,1.785599989774549670e+02,2.050028632214500988e+02,1.847880947181213287e+02
5.947309496606778367e+01,5.649208475012987662e+01,6.112699622029582258e+01,5.384846936219956604e+01
1.247382649021540004e+02,1.586359841497352079e+02,9.447723680851635208e+01,1.387388406505165506e+02
1.069483657063003257e+01,1.720438688828493667e+01,1.660284632833727159e+01,1.455951153641981577e+01
6.502955118391020051e+01,7.250748240413045664e+01,6.481814174696634723e+01,7.419090539296317388e+01
2.365407177474454770e+01,3.080249361321849833e+01,1.982526527034292485e+01,2.922095038154403568e+01
5.543968221332085733e+01,5.731147937295139627e+01,6.081403254367677391e+01,8.156621638412745767e+01
6.670050360723286076e+01,7.634831464363715270e+01,6.976160057493051170e+01,6.885624677008584626e+01
6.258919314194972117e+01,7.276705488090257745e+01,7.697624518804524030e+01,6.999730059810957528e+01
2.688166661691134607e+01,2.325415647536929242e+01,2.584483108994138689e+01,1.243939437952247928e+01
7.544931450592915212e+01,6.989190789239296464e+01,7.251838604727329596e+01,6.996036670110873956e+01
1.975698257217491260e+01,1.106757829597704657e+01,1.228777876804964819e+01,1.795986853201555533e+01
1.517349002599205505e+02,1.543024039157822358e+02,1.638170377467178582e+02,1.560219726602272488e+02
1.966070591659909539e+01,1.944917632485798009e+01,3.647008827391634611e+01,3.724442354588448723e+01
9.211081697767775722e+01,9.211081697767775722e+01,8.337412095163705317e+01,8.515052612229425222e+01
1.125017550345511239e+02,7.941874917688355140e+01,8.130907253991767902e+01,1.055665647406984533e+02
7.671836395079286319e+01,6.770418436151187791e+01,5.902351445643186167e+01,6.031523392621895141e+01
9.326140126014826137e+01,9.801716962377506093e+01,9.971069444469029008e+01,9.058348773842735113e+01
3.363703006604380619e+01,1.908399466572202385e+01,2.215078075369592625e+01,3.641795920818272947e+01
4.841345772871289910e+01,4.841070958931049262e+01,4.031463461178838514e+01,1.150822018535833422e+02
8.561936019877438753e+01,7.898551495400430156e+01,5.695202794945247149e+01,6.535950351854124563e+01
2.679381438581240005e+01,1.907910737585935479e+01,2.611338046985867223e+01,2.745408093123811355e+01
4.249083074598914322e+01,4.249083074598914322e+01,4.249083074598914322e+01,4.249083074598914322e+01
4.795644586739076942e+01,4.815250854155435434e+01,5.100432629218818192e+01,4.601591344825307317e+01
4.045465751292705647e+01,4.212393105411091199e+01,2.970362693001392884e+01,3.913097846326750329e+01
8.372301078439963362e+01,7.496460025344219957e+01,8.162755466427191209e+01,9.019283580005826195e+01
4.240201493201961114e+01,3.292624423901457220e+01,3.280095623247277103e+01,4.189502043644420581e+01
4.032324016281557277e+01,3.841803070435175727e+01,3.642805108969982086e+01,2.705515882803952366e+01
6.296845499046142436e+01,6.296845499046141725e+01,6.586471178964873729e+01,6.586471178964873729e+01
2.565059270195880359e+01,3.002315096434549702e+01,3.085986895519893736e+01,1.980540903984195111e+01
2.180593563120885392e+01,4.237396355767121037e+01,3.698053312676037763e+01,4.382357906499012046e+01
6.155137563091597031e+01,3.840266134243051255e+01,5.157959051084125690e+01,4.942280629438180029e+01
1.195647708952177055e+02,9.095699320638587437e+01,1.119566472089743172e+02,1.139534269068620347e+02
3.473029166031578541e+01,3.473029166031578541e+01,3.473029166031578541e+01,3.473029166031578541e+01
3.849055111234075355e+01,2.026739868690336266e+01,2.411061987936217221e+01,8.774995442334416751e-01
2.704140904009237900e+01,2.260418729865249432e+01,4.653844469557562036e+01,4.175484112476642196e+01
-1.996972587069468563e+00,4.164230109998111828e+01,4.642832767468449617e+01,5.083530097376346646e+01
1.198917268435787378e+02,1.368167405154212304e+02,8.410312369754990414e+01,1.207722809756499203e+02
6.906047116494399063e+01,1.190481196178129153e+02,8.393195059502869526e+01,7.844722738976470566e+01
6.779624785162459943e+01,2.771581818002055186e+01,4.286228707670886706e+01,1.516697107897437036e+01
5.124175553279982864e+01,3.902079757240501579e+01,3.599944692340450558e+01,5.706472370723925991e+01
9.562108365319545555e+01,6.923038501534080069e+01,7.211610359365462841e+01,9.566333926934953524e+01
1.056683011875234399e+02,9.368786172350255015e+01,1.150734968649726966e+02,9.669082528218557115e+01
4.132657353366229813e+01,6.724476408949691120e+00,1.790405598726299985e+01,4.061197762290164093e+01
1.238441164573397089e+02,1.234880213425513773e+02,9.426455209902501053e+01,6.129185880937023256e+01
3.455432491342467216e+01,2.175044207020835429e+01,1.344824354384311960e+01,3.224532432817964889e+01
9.491843521234903847e+01,1.082707488934964033e+02,1.052953102562017023e+02,6.150808007853556347e+01
1.097877683919466705e+02,1.328438839502228745e+02,1.200912132840724382e+02,1.329532810788878123e+02
9.717376672803322890e+01,8.481852867287581432e+01,1.176098485765274546e+02,1.240285090573096909e+02
5.800420526485864059e+01,2.968887352749340280e+01,2.454547342043519009e+01,4.684210700197029098e+01
1.942967482855980279e+02,1.961118653171185429e+02,2.198165710690729497e+02,1.857679266780660328e+02
2.765321473609643732e+01,2.515001076609943453e+01,1.107216665371414877e+01,1.400176021091288803e+01
6.498909327205461750e+01,6.288684600271065506e+01,6.353526839366773515e+01,7.300336890761900577e+01
4.539693710946833249e+01,8.419346628623042506e+00,4.258229414562995885e+01,2.079823666036590879e+01
2.964000785138871308e+01,4.426627807729806818e+01,5.010037016773106444e+01,4.458011681385501390e+01
1.174665351475237571e+02,1.120356671257044496e+02,1.146280031664624062e+02,1.146280031664624062e+02
5.233090835597764112e+01,5.352993489490701506e+01,3.547229274107365882e+01,2.618243082050369708e+01
5.462581819209686529e+01,3.997472769596477349e+01,4.691569436110042091e+01,5.579362421142479889e+01
4.765214103400919043e+01,4.765214103400919043e+01,4.086757052442948179e+01,4.086757052442948179e+01
3.655632725109526859e+01,4.093638977717988325e+01,2.002239357798128694e+01,5.107016054159529261e+01
8.593597414256714728e+01,7.766798742431245728e+01,1.018526699205565365e+02,1.096359791122705758e+02
3.274297564683980966e+01,3.683921890951909717e+01,3.294071625172263396e+01,2.010658388924633755e+01
3.861414397320253045e+01,2.111229559362060471e+01,1.684339163433548592e+01,2.362960707633473589e+01
1.089967945227282087e+02,9.682318777612476879e+01,9.673763828123894370e+01,1.108549835566947763e+02
1.209518525267129831e+02,1.253712131380852526e+02,9.387646462125323410e+01,1.353147084251598358e+02
-1.093232420432491381e+01,3.575201942211349149e+01,1.824630341958998514e+01,6.059071908489225500e+00
3.696045491165208574e+01,2.747970719966899011e+01,4.178717902706910792e+01,3.696045491165208574e+01
6.391599720631039361e+01,6.164667755239145208e+01,7.398198775874760713e+01,6.783959557112603989e+01
5.998738718395283342e+01,5.561973964261218839e+01,5.499985799175689749e+01,6.033570907134215133e+01
6.396977340360987085e+01,6.610202328134013783e+01,8.071910476149521685e+01,3.583421568452374117e+01
6.775926947702113523e+01,5.713297219316004316e+01,6.236439834421673112e+01,6.262014119485279906e+01
4.032416724280384557e+00,2.584457370053853964e+01,2.152550634822111064e+01,2.605139625484271448e+01
1.309026089571187015e+02,1.120299043610347667e+02,1.248871593584977120e+02,1.316694627254697707e+02
6.376270116633672558e+01,5.466204076361368891e+01,5.972489036359012715e+01,7.533739586728476922e+01
6.617695084965485819e+01,6.327129383163568832e+01,5.959218512448211413e+01,6.037250027721326262e+01
9.131074036447289544e+00,2.435558331697040657e+01,2.075499193576884238e+01,1.908409358179429915e+01
2.536360188020142061e+02,2.470541399019887479e+02,2.524022443798980078e+02,2.429387017468427246e+02
6.621649795620268719e+01,7.031486071928873116e+01,5.395612741722554517e+01,9.164160785829498934e+01
5.532215890362278543e+01,6.161062047220465843e+01,5.399724032207396363e+01,5.688777483699360715e+01
1.314735174974354095e+02,1.171672620268756475e+02,1.211937027963661961e+02,1.350270724040879600e+02
3.113050939003206352e+01,3.779403336536577740e+01,4.133689231794204488e+01,2.928794687204623415e+01
1.800552189699517314e+01,1.854769542602657850e+01,2.846141934806708207e+01,1.707024626923044508e+01
1.320184301234899067e+02,1.180465533298065424e+02,1.160511708794747392e+02,1.218499344035998604e+02
2.854630467144319255e+02,2.773003536155596862e+02,1.823554858256844682e+02,2.468349089807112478e+02
2.599932037367991455e+01,1.936509566596257415e+01,3.082852110193534401e+01,2.431135504224936739e+01
3.362649722586066048e+01,3.371015552525037151e+01,2.659168963103309125e+01,4.098295440574493398e+01
8.428931668479131645e+01,8.636891670042010105e+01,9.341605472039384495e+01,4.928133956026680806e+01
8.635491454431400982e+00,3.944886336353680178e+01,4.782149212024766882e+01,2.719522119483325184e+01
8.437912836937235284e+01,9.590466917013132786e+01,1.092846179856064452e+02,9.749410150251267737e+01
7.923144563814018682e+01,7.164665297888683426e+01,6.750004476504096829e+01,7.053796515222029484e+01
0.000000000000000000e+00,2.138874957340623340e+01,2.397419707244328180e+01,7.466703885092518078e+01
5.532925030663395205e+01,5.107366313795007073e+01,5.242313841367345617e+01,5.228128660569274189e+01
8.560086341305307656e+01,9.980670711168045273e+01,5.319872783356994717e+01,8.508972778930635172e+01
2.153651687123669944e+01,9.188537383611631526e+00,1.004253213436084380e+01,1.748444958398538063e+01
9.704723122776098876e+01,4.744582925393289941e+01,5.133999766721396441e+01,4.863447219357628626e+01
4.925580743695035579e+01,4.681929621504541927e+01,4.402905914098353435e+01,4.925580743695035579e+01
5.924926152018714021e+01,6.726995255846107113e+01,7.478840343905531540e+01,7.406339413724784038e+01
4.783931521900973394e+01,2.909995231090834977e+01,2.573703593975575998e+01,3.313887453755483392e+01
-3.547703969939419721e-03,-3.547703969939419721e-03,-3.547703969939419721e-03,-3.547703969939419721e-03
4.566132109613801049e+01,3.456474821031673628e+01,3.215798582282486962e+01,3.790787210254801920e+01
3.061556805874554144e+01,2.886368554393117947e+01,4.206121625566100874e+01,3.636013508102678315e+01
5.707061742488403411e+01,3.857822943137273342e+01,5.843301100380183755e+01,5.328476495814101099e+01
1.216976209941650069e+02,1.021923567987985706e+02,1.181792271284178781e+02,9.818255821038579256e+01
4.099922449211463515e+01,3.967359605324666205e+01,6.638434498014012775e+01,7.004455990484609629e+01
2.147563212681329503e+01,1.175134835825437740e+01,1.957996639546318818e+01,1.006575889967312420e+01
1.570759889222608763e+01,1.587671585387436579e+01,1.759834507085129829e+01,1.381051188998109680e+01
4.481524667801727446e+01,-4.823604078328611600e+00,3.104979346054625466e+01,3.109226668595529830e+01
8.306743905329703637e+01,8.180187256072746038e+01,1.091039449259706799e+02,1.023046467620006723e+02
1.444625979437151955e+02,1.225694598724715689e+02,1.085129033148630384e+02,1.336637281746771464e+02
5.575664997860767613e+01,4.634546935722225669e+01,6.736650905119114441e+01,6.405109445253015110e+01
7.190150176651613378e+01,7.115466701435693153e+01,7.577515980328439582e+01,7.475847475045191004e+01
3.468994408121791651e+01,2.790476228026267336e+01,2.306501016300526175e+01,1.346475475900126639e+01
2.726515774230324496e+01,1.245684984101680115e+01,3.004225299459061560e+01,2.959386199998931488e+00
9.477307221941231319e+01,9.363757531992008865e+01,9.587284220090182885e+01,9.348305141567317378e+01
3.090671832274833974e+01,3.394265147172804120e+01,2.849178849873047170e+01,2.452816404627542823e+01
2.724800196273114139e+01,1.855700286710150237e+01,2.959392956435079114e+01,2.916778345941562378e+01
5.578732425220075442e+01,5.973286075764382019e+01,6.139267693439700224e+01,6.885040540644584439e+01
2.624861590977153014e+01,3.617977980702146112e+01,3.167558523703661422e+01,2.475120918108608592e+01
3.821619025122801361e+01,1.405646279736368598e+01,1.481333017490599602e+01,1.778044431128119740e+01
1.049252319325091776e+02,1.021943133705149478e+02,1.071115004522772836e+02,1.153752733542385442e+02
2.937177297970110956e+01,4.622915573921299881e+01,0.000000000000000000e+00,3.429923397750931713e+01
2.828450826939675977e+01,2.022825871011415444e+01,5.016690729759667455e+00,1.308228764108639730e+01
3.937849601919361220e+01,1.763348688033796563e+01,5.071996829544922036e+01,3.321432741112504061e+01
2.963801511723742266e+01,8.440738487702047266e+00,2.771163747796006760e+01,1.547435045239452833e+01
1.088253804403489227e+02,1.087694505357088133e+02,8.040414287818137495e+01,1.033480196774399928e+02
2.044828003397445215e+01,3.365723093545251032e+01,3.392194078196380502e+01,2.310996043879882222e+01
2.112835003380519794e+01,5.871594423523526984e+01,5.219435726766493389e+01,5.219435726766493389e+01
2.993258749515329242e+01,4.464033724082094068e+01,3.442198537509118950e+01,4.316111618066709354e+01
1.940055086931072594e+02,2.145718748024129923e+02,1.675487590791518073e+02,1.881573420524291009e+02
1.485848784878755282e+02,1.286383314017125201e+02,1.488218009881884427e+02,1.392349239597606640e+02
6.591631679062373905e+01,5.371496191990586055e+01,4.521837570885092816e+01,5.170102901337639878e+01
2.125383650140162217e+01,1.360383111797462163e+01,9.114078968420741944e+00,2.728068838984804501e+01
3.409957344309623295e+01,3.646098048075616305e+01,3.420978664928254886e+01,3.631058140250691224e+01
8.272069157194616196e+01,6.630889560645739778e+01,5.502625248057849205e+01,5.135155855619001386e+01
6.435000408588869902e+01,8.513769849284685165e+01,9.815026967108923373e+01,9.362276568944392352e+01
5.973445236398757174e+01,9.145011291033657130e+01,6.267970063861394436e+01,4.490638602512167665e+01
3.586375769009309522e+01,2.654466547809906984e+01,1.255359614321426420e+01,1.475055319907371043e+01
6.537301689270705651e+01,5.092691640515874241e+01,7.997497845196826916e+01,8.399235069962603006e+01
4.192747196562443435e+01,2.367256822664407423e+01,3.803269232198859839e+01,2.743710638026297488e+01
4.791044291385672693e+01,4.596648291947700216e+01,3.876339415963904855e+01,4.126342386120936823e+01
3.673617097057676517e+01,3.377383622243617367e+01,2.989962620596916310e+01,4.211640678788383241e+01
5.556429411519199846e+01,3.183516045264893535e+01,0.000000000000000000e+00,3.476887939141936101e+01
4.312961808837724220e+01,5.590526292785648366e+01,4.165017711103513420e+01,4.646037156895839360e+01
3.123087706503780936e+01,3.014835372789973889e+01,2.960217604875459330e+01,0.000000000000000000e+00
9.358646660465110756e+01,1.653235717549427477e+02,6.913995356327110642e+01,6.394149411888388101e+01
7.764930003088927890e+00,1.405835814685825191e+01,2.237786205760841973e+00,8.000374723671113131e+00
1.486948299095269022e+02,1.859992385931577701e+02,1.684323965961029899e+02,1.757901878793094852e+02
5.119570065684436599e+01,1.044386351220413474e+02,9.745694897148101177e+01,9.239929933371800530e+01
5.750606057241562752e+01,5.997148128884740004e+01,5.386564156023950289e+01,5.347785823297696339e+01
1.401685911839871324e+02,1.035061742762287480e+02,1.093489267188842859e+02,1.168876430955137238e+02
3.365932936969032596e+01,4.171397159066457050e+01,-2.012389439938782054e+00,4.485924834093343527e+00
2.368032943696585235e+01,3.020904294009429591e+01,4.368221009107054442e+01,5.856783291272670056e+01
1.497007253523893766e+01,1.566741732403523635e+01,2.960154360819032604e+01,3.413987208432125442e+01
2.498989249783320759e+02,2.410493278950040974e+02,2.400800386049319286e+02,2.336898205294662034e+02
7.242331313945742011e+01,7.264891508066966708e+01,5.600156123881101422e+01,6.675715179674440947e+01
1.080325899472224478e+02,9.785282102203287025e+01,1.014164395893552637e+02,9.740572138651951661e+01
2.789562745432693447e+01,2.087301689488793599e+01,2.554152339094690660e+01,2.788718808591452358e+01
1.533825483545027737e+02,1.347670124551140134e+02,1.461377167775929991e+02,1.322296632693421259e+02
2.870208614072186393e+01,3.766918915751955410e+01,1.872280544758069709e+01,3.311174059793950164e+01
1.812304965574949165e+02,1.583711404754137391e+02,1.974070708178782638e+02,1.679413697828570662e+02
4.939788560032575759e+01,7.623491033174082077e+01,1.057706330334233655e+02,1.027426507813629968e+02
4.565352332848096495e+01,9.522250488664766976e+00,1.397844686969048844e+01,1.180587716280145827e+01
1.356974028078268759e+02,1.733486617820388460e+02,1.570001710177500627e+02,1.774614908916576894e+02
5.194472359195595601e+01,5.969733570400612166e+01,4.252332112826358923e+01,3.918524684551377391e+01
2.721585842800869770e+01,4.993616512955934894e+01,4.724193659086773778e+01,5.100136197326116871e+01
2.800013368013152970e+01,2.373613567399438296e+01,3.442678115152517648e+01,2.244647164922636051e+01
8.143029444791406490e+01,1.074983081642032801e+02,9.603864590755821951e+01,4.677709505792955724e+01
5.025563103852140756e+01,4.352981772953613415e+01,2.644778194846738728e+01,5.490871984753865576e+01
1.772280632578773520e+02,1.735253327538955546e+02,1.637413613755371387e+02,1.747562096390201418e+02
3.642726443923140778e+01,3.469802171893290677e+01,6.687840117373687576e+01,5.505338766615592760e+01
3.920579957127441872e+01,4.480105384998285700e+01,4.406571699788584340e+01,4.614886782807342769e+01
4.167493742389807920e+01,8.160755303826022100e+01,2.253105078301322806e+01,5.009554151743378725e+01
8.304769005444607899e+01,4.054527730164193144e+01,4.561612923121580820e+01,1.050337184172458791e+02
3.706195888430093532e+01,2.855473598084054387e+01,2.296024377593343146e+01,3.003541313855872730e+01
1.580734159201118416e+02,8.465844051034785878e+01,1.398898618178419326e+02,1.266773115160748091e+02
7.340266911451273302e+01,5.712980441115350771e+01,8.424419623243340993e+01,7.157731211762281021e+01
2.756780541025005959e+01,6.151348375656503720e+01,5.328567162185017025e+01,5.078317696334822529e+01
1.002926869655076700e+02,9.924225588751532712e+01,4.803402276439386043e+01,6.229200395957730052e+01
2.150290601346914698e+01,1.627365121735011400e+01,1.247546487816253702e+01,1.956201231335102975e+01
6.155948669438225807e+01,8.958380647765818594e+01,5.699928034480968364e+01,1.042022990858193587e+01
8.017303436735964794e+01,8.077054646862686127e+01,1.016459295986735185e+02,9.437250684678329549e+01
3.352601180289642002e+01,5.682815453222858970e+00,2.233480638933821538e+01,2.362417804043968772e+01
1.333085191155095117e+01,5.042605254532529102e+01,4.654480196994298069e+01,4.095355802867396733e+01
5.990685597807362228e+01,7.695607151820843228e+01,7.193012605543977145e+01,6.339420213369536583e+01
1.727256376974963459e+01,1.550059516516110492e+01,2.192763507424762892e+01,1.419721507035127672e+01
1.540283108661300915e+01,1.477300599144509619e+01,8.271359630195231460e+00,1.438959456111461499e+01
7.815160217611656890e+01,9.894680414166685978e+01,8.568821984418042348e+01,1.030551537256335592e+02
1.648907342027937517e+01,3.087708788132079363e+01,6.291967183910841754e+01,8.092370497948746788e+01
2.521099981276871915e+01,2.170544200469361584e+01,2.263212860276550131e+01,3.094083451901829918e+01
4.057135567264898555e+02,4.136885486772742979e+02,3.902633696439253299e+02,3.935516668938879548e+02
4.566991892475368786e+01,3.084661877666402319e+01,3.869680592426998089e+01,3.625949530298913714e+01
2.256629872530712433e+01,2.156842249663794675e+01,2.189901586899438968e+01,2.289643379956154590e+01
6.369253027563480885e+01,5.696519468323922553e+01,4.252348827749841575e+01,4.094098883064048522e+01
9.229551800275206119e+01,9.229551800275204698e+01,6.001046480072613321e+01,6.228270007230677408e+01
1.836489972202916476e+01,3.116181121834985746e+01,2.363838304349039277e+01,2.080956401135704681e+01
1.772918345244807625e+01,2.097422113441550096e+01,2.321687750719055998e+01,1.534331355583591971e+01
9.383523336775778034e+01,9.399887966444482856e+01,1.201151743872341484e+02,9.444642067679818354e+01
